"the_geom","objectid_1","park","park_no","facility_n","facility_t","x_coord","y_coord","gisobjid"
"POINT (-87.63769762610757 41.76299921150787)","1","HAMILTON (ALEXANDER)","9.0","CULTURAL CENTER","SPECIAL","-87.63769763","41.76299921","2494.0"
"POINT (-87.63792902986378 41.76281652413111)","2","HAMILTON (ALEXANDER)","9.0","GYMNASIUM","INDOOR","-87.63792903","41.76281652","2495.0"
"POINT (-87.63691359952075 41.76084939012162)","3","HAMILTON (ALEXANDER)","9.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6369136","41.76084939","2496.0"
"POINT (-87.63832013450008 41.76200535623585)","4","HAMILTON (ALEXANDER)","9.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63832013","41.76200536","2497.0"
"POINT (-87.63805916836576 41.76047384589964)","5","HAMILTON (ALEXANDER)","9.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63805917","41.76047385","2498.0"
"POINT (-87.63674047085038 41.7611127732937)","6","HAMILTON (ALEXANDER)","9.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.63674047","41.76111277","2499.0"
"POINT (-87.6359054976588 41.761924615978444)","7","HAMILTON (ALEXANDER)","9.0","POOL (OUTDOOR)","OUTDOOR","-87.6359055","41.76192462","2500"
"POINT (-87.63686292204704 41.762619836707124)","8","HAMILTON (ALEXANDER)","9.0","PLAYGROUND","OUTDOOR","-87.63686292","41.76261984","2501.0"
"POINT (-87.63660514606852 41.76312825043389)","9","HAMILTON (ALEXANDER)","9.0","SPRAY FEATURE","OUTDOOR","-87.63660515","41.76312825","2502.0"
"POINT (-87.63842974935338 41.761198555795076)","10","HAMILTON (ALEXANDER)","9.0","BASEBALL SR","OUTDOOR","-87.63842975","41.76119856","2503.0"
"POINT (-87.6370030150641 41.76191238441992)","11","HAMILTON (ALEXANDER)","9.0","BASEBALL SR","OUTDOOR","-87.63700302","41.76191238","2504.0"
"POINT (-87.63562214879504 41.76304673325902)","12","HAMILTON (ALEXANDER)","9.0","TENNIS COURT","OUTDOOR","-87.63562215","41.76304673","2505.0"
"POINT (-87.63583036536316 41.76303855367456)","13","HAMILTON (ALEXANDER)","9.0","TENNIS COURT","OUTDOOR","-87.63583037","41.76303855","2506.0"
"POINT (-87.63601325403096 41.763039663851124)","14","HAMILTON (ALEXANDER)","9.0","TENNIS COURT","OUTDOOR","-87.63601325","41.76303966","2507.0"
"POINT (-87.63617086599143 41.763045341839344)","15","HAMILTON (ALEXANDER)","9.0","TENNIS COURT","OUTDOOR","-87.63617087","41.76304534","2508.0"
"POINT (-87.63634114068245 41.76304637495082)","16","HAMILTON (ALEXANDER)","9.0","TENNIS COURT","OUTDOOR","-87.63634114","41.76304637","2509.0"
"POINT (-87.63635087134695 41.76273005964969)","17","HAMILTON (ALEXANDER)","9.0","TENNIS COURT","OUTDOOR","-87.63635087","41.76273006","2510.0"
"POINT (-87.63616167657185 41.762728911745796)","18","HAMILTON (ALEXANDER)","9.0","TENNIS COURT","OUTDOOR","-87.63616168","41.76272891","2511.0"
"POINT (-87.63599770849714 41.762727916648146)","19","HAMILTON (ALEXANDER)","9.0","TENNIS COURT","OUTDOOR","-87.63599771","41.76272792","2512.0"
"POINT (-87.68030436442524 41.9367571477461)","20","HAMLIN (HANNIBAL)","106.0","BASKETBALL COURT","OUTDOOR","-87.68030436","41.93675715","2513.0"
"POINT (-87.67917786526037 41.93654865370636)","21","HAMLIN (HANNIBAL)","106.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.67917787","41.93654865","2514.0"
"POINT (-87.68032910445979 41.936043077960264)","22","HAMLIN (HANNIBAL)","106.0","DOG FRIENDLY AREA","OUTDOOR","-87.6803291","41.93604308","2516.0"
"POINT (-87.6798296849164 41.937481111682935)","23","HAMLIN (HANNIBAL)","106.0","FITNESS CENTER","INDOOR","-87.67982968","41.93748111","2517.0"
"POINT (-87.6802483095691 41.937089480196676)","24","HAMLIN (HANNIBAL)","106.0","GYMNASIUM","INDOOR","-87.68024831","41.93708948","2518.0"
"POINT (-87.6786649781155 41.93696155354375)","25","HAMLIN (HANNIBAL)","106.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67866498","41.93696155","2519.0"
"POINT (-87.67962215442036 41.93621630450575)","26","HAMLIN (HANNIBAL)","106.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67962215","41.9362163","2520.0"
"POINT (-87.68022837812161 41.93736144821552)","27","HAMLIN (HANNIBAL)","106.0","POOL (OUTDOOR)","OUTDOOR","-87.68022838","41.93736145","2521.0"
"POINT (-87.6793019409385 41.93748911145529)","28","HAMLIN (HANNIBAL)","106.0","PLAYGROUND","OUTDOOR","-87.67930194","41.93748911","2522.0"
"POINT (-87.67961856447097 41.93690964102514)","29","HAMLIN (HANNIBAL)","106.0","BASEBALL SR","OUTDOOR","-87.67961856","41.93690964","2523.0"
"POINT (-87.67866522108899 41.936255163874975)","30","HAMLIN (HANNIBAL)","106.0","BASEBALL SR","OUTDOOR","-87.67866522","41.93625516","2524.0"
"POINT (-87.68039319621411 41.93626239706626)","31","HAMLIN (HANNIBAL)","106.0","TENNIS COURT","OUTDOOR","-87.6803932","41.9362624","2525.0"
"POINT (-87.68021162148891 41.93626657726959)","32","HAMLIN (HANNIBAL)","106.0","TENNIS COURT","OUTDOOR","-87.68021162","41.93626658","2526.0"
"POINT (-87.62029752056134 41.79189637912629)","33","HANSBERRY (LORRAINE)","1111.0","PLAYGROUND","OUTDOOR","-87.62029752","41.79189638","2527.0"
"POINT (-87.72480188745655 41.90240853069196)","34","HARDING (FREDERICK)","1106.0","PLAYGROUND","OUTDOOR","-87.72480189","41.90240853","2528.0"
"POINT (-87.618357886186 41.80501454972456)","35","HARDING (GEORGE)","1033.0","BASKETBALL COURT","OUTDOOR","-87.61835789","41.80501455","2529.0"
"POINT (-87.61836672219982 41.805547934357584)","36","HARDING (GEORGE)","1033.0","PLAYGROUND","OUTDOOR","-87.61836672","41.80554793","2530.0"
"POINT (-87.61843218595244 41.80521388094226)","37","HARDING (GEORGE)","1033.0","VOLLEYBALL","OUTDOOR","-87.61843219","41.80521388","2531.0"
"POINT (-87.60489798067177 41.781736738398315)","38","HARRIS (HARRIET)","524.0","FITNESS CENTER","INDOOR","-87.60489798","41.78173674","2532.0"
"POINT (-87.60471883113593 41.78152949213613)","39","HARRIS (HARRIET)","524.0","GYMNASIUM","INDOOR","-87.60471883","41.78152949","2533.0"
"POINT (-87.60502579204426 41.78187183309958)","40","HARRIS (HARRIET)","524.0","POOL (INDOOR)","INDOOR","-87.60502579","41.78187183","2534.0"
"POINT (-87.60459680349332 41.78210575387381)","41","HARRIS (HARRIET)","524.0","PLAYGROUND","OUTDOOR","-87.6045968","41.78210575","2535.0"
"POINT (-87.64006584448846 41.77193030663132)","42","HARRIS (RYAN) MEMORIAL","1225.0","PLAYGROUND","OUTDOOR","-87.64006584","41.77193031","2536.0"
"POINT (-87.63986646345123 41.7721147164865)","43","HARRIS (RYAN) MEMORIAL","1225.0","SPRAY FEATURE","OUTDOOR","-87.63986646","41.77211472","2537.0"
"POINT (-87.67161219195903 41.85742608593286)","44","HARRISON (CARTER)","213.0","BASKETBALL COURT","OUTDOOR","-87.67161219","41.85742609","2538.0"
"POINT (-87.67187495168204 41.85741698448778)","45","HARRISON (CARTER)","213.0","BASKETBALL COURT","OUTDOOR","-87.67187495","41.85741698","2539.0"
"POINT (-87.67471920290419 41.85684049996371)","46","HARRISON (CARTER)","213.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.6747192","41.8568405","2540.0"
"POINT (-87.67185383615576 41.85698552118907)","47","HARRISON (CARTER)","213.0","GYMNASIUM","INDOOR","-87.67185384","41.85698552","2541.0"
"POINT (-87.67173913701586 41.85673499231899)","48","HARRISON (CARTER)","213.0","GYMNASTIC CENTER","INDOOR","-87.67173914","41.85673499","2542.0"
"POINT (-87.67225336759911 41.857097761802194)","49","HARRISON (CARTER)","213.0","HORSESHOE COURT","OUTDOOR","-87.67225337","41.85709776","2543.0"
"POINT (-87.67223207468577 41.85679495500659)","50","HARRISON (CARTER)","213.0","POOL (INDOOR)","INDOOR","-87.67223207","41.85679496","2544.0"
"POINT (-87.6737864509868 41.85723691805619)","51","HARRISON (CARTER)","213.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67378645","41.85723692","2545.0"
"POINT (-87.67324471724686 41.85745140200792)","52","HARRISON (CARTER)","213.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67324472","41.8574514","2546.0"
"POINT (-87.67270583258757 41.85743972777426)","53","HARRISON (CARTER)","213.0","BASEBALL SR","OUTDOOR","-87.67270583","41.85743973","2547.0"
"POINT (-87.67317552848277 41.85658592869139)","54","HARRISON (CARTER)","213.0","BASEBALL SR","OUTDOOR","-87.67317553","41.85658593","2548.0"
"POINT (-87.67131358954997 41.856092255385576)","55","HARRISON (CARTER)","213.0","PLAYGROUND","OUTDOOR","-87.67131359","41.85609226","2549.0"
"POINT (-87.67381810676652 41.85622873065231)","56","HARRISON (CARTER)","213.0","BASEBALL SR","OUTDOOR","-87.67381811","41.85622873","2550.0"
"POINT (-87.67541554563915 41.85621135677501)","57","HARRISON (CARTER)","213.0","BASEBALL SR","OUTDOOR","-87.67541555","41.85621136","2551.0"
"POINT (-87.67238599953073 41.85742523417444)","58","HARRISON (CARTER)","213.0","MINI-PITCH","OUTDOOR","-87.672386","41.85742523","6671.0"
"POINT (-87.67220847866676 41.85742951995901)","59","HARRISON (CARTER)","213.0","TENNIS COURT","OUTDOOR","-87.67220848","41.85742952","2555.0"
"POINT (-87.59550717906313 41.8138539102585)","60","HARSH (VIVIAN G.)","324.0","PLAYGROUND","OUTDOOR","-87.59550718","41.81385391","2556.0"
"POINT (-87.59550519057876 41.813955965647594)","61","HARSH (VIVIAN G.)","324.0","SPRAY FEATURE","OUTDOOR","-87.59550519","41.81395597","2557.0"
"POINT (-87.65674341272556 42.00238439777333)","62","HARTIGAN (DAVID) BEACH","1248.0","BEACH","OUTDOOR","-87.65674341","42.0023844","2558.0"
"POINT (-87.65769376050986 42.00227200187814)","63","HARTIGAN (DAVID) BEACH","1248.0","PLAYGROUND","OUTDOOR","-87.65769376","42.002272","2559.0"
"POINT (-87.56772978218578 41.770055007808466)","64","HASAN (ELLIOT)","294.0","PLAYGROUND","OUTDOOR","-87.56772978","41.77005501","2560.0"
"POINT (-87.6966131381893 41.74126301678351)","65","HAYES (FRANCIS)","242.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.69661314","41.74126302","2561.0"
"POINT (-87.69688518278305 41.74034536012762)","66","HAYES (FRANCIS)","242.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.69688518","41.74034536","2562.0"
"POINT (-87.69692506803808 41.73903754009175)","67","HAYES (FRANCIS)","242.0","FITNESS CENTER","INDOOR","-87.69692507","41.73903754","2563.0"
"POINT (-87.69681678783454 41.739077343226846)","68","HAYES (FRANCIS)","242.0","GYMNASIUM","INDOOR","-87.69681679","41.73907734","2564.0"
"POINT (-87.69732977102427 41.73902463048953)","69","HAYES (FRANCIS)","242.0","POOL (INDOOR)","INDOOR","-87.69732977","41.73902463","2565.0"
"POINT (-87.69630679958311 41.73985036562981)","70","HAYES (FRANCIS)","242.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6963068","41.73985037","2566.0"
"POINT (-87.69634579602148 41.74070920261634)","71","HAYES (FRANCIS)","242.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6963458","41.7407092","2567.0"
"POINT (-87.69599423098704 41.74127627909887)","72","HAYES (FRANCIS)","242.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69599423","41.74127628","2568.0"
"POINT (-87.69743309898446 41.74051200151408)","73","HAYES (FRANCIS)","242.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6974331","41.740512","2569.0"
"POINT (-87.69587776157215 41.74207836623244)","74","HAYES (FRANCIS)","242.0","PLAYGROUND","OUTDOOR","-87.69587776","41.74207837","2570.0"
"POINT (-87.69587208355564 41.74196656184756)","75","HAYES (FRANCIS)","242.0","SPRAY FEATURE","OUTDOOR","-87.69587208","41.74196656","2571.0"
"POINT (-87.69732348127648 41.74130904741614)","76","HAYES (FRANCIS)","242.0","BASEBALL SR","OUTDOOR","-87.69732348","41.74130905","2572.0"
"POINT (-87.69738037133624 41.73966833110333)","77","HAYES (FRANCIS)","242.0","BASEBALL SR","OUTDOOR","-87.69738037","41.73966833","2573.0"
"POINT (-87.69792352592614 41.73936332886427)","78","HAYES (FRANCIS)","242.0","VOLLEYBALL","OUTDOOR","-87.69792353","41.73936333","2574.0"
"POINT (-87.77409636923022 41.89247586841605)","79","HAZELNUT","417.0","PLAYGROUND","OUTDOOR","-87.77409637","41.89247587","2575.0"
"POINT (-87.66828980455281 41.787381496665716)","80","HERMITAGE","1008.0","BASKETBALL COURT","OUTDOOR","-87.6682898","41.7873815","2576.0"
"POINT (-87.66773673182209 41.78716985047073)","81","HERMITAGE","1008.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.66773673","41.78716985","2577.0"
"POINT (-87.6672203089532 41.78698944127811)","82","HERMITAGE","1008.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.66722031","41.78698944","2578.0"
"POINT (-87.668655794066 41.78701485075976)","83","HERMITAGE","1008.0","PLAYGROUND","OUTDOOR","-87.66865579","41.78701485","2579.0"
"POINT (-87.668693012237 41.78689225128086)","84","HERMITAGE","1008.0","SPRAY FEATURE","OUTDOOR","-87.66869301","41.78689225","2580.0"
"POINT (-87.66901381285486 41.78741987578196)","85","HERMITAGE","1008.0","VOLLEYBALL","OUTDOOR","-87.66901381","41.78741988","2581.0"
"POINT (-87.73985330498842 41.921816336587234)","86","HERMOSA","125.0","BASKETBALL COURT","OUTDOOR","-87.7398533","41.92181634","2582.0"
"POINT (-87.74075115097823 41.922022473409505)","87","HERMOSA","125.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.74075115","41.92202247","2583.0"
"POINT (-87.74049211449375 41.92235891533574)","88","HERMOSA","125.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.74049211","41.92235892","2584.0"
"POINT (-87.73983511454048 41.92224394628641)","89","HERMOSA","125.0","PLAYGROUND","OUTDOOR","-87.73983511","41.92224395","2585.0"
"POINT (-87.73948819628933 41.9224467062432)","90","HERMOSA","125.0","SPRAY FEATURE","OUTDOOR","-87.7394882","41.92244671","2586.0"
"POINT (-87.74112712029113 41.92177509564015)","91","HERMOSA","125.0","BASEBALL SR","OUTDOOR","-87.74112712","41.9217751","2587.0"
"POINT (-87.73961891915147 41.92177527692374)","92","HERMOSA","125.0","VOLLEYBALL","OUTDOOR","-87.73961892","41.92177528","2588.0"
"POINT (-87.82516965198042 41.94403127703095)","93","HIAWATHA","229.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.82516965","41.94403128","2589.0"
"POINT (-87.82767308125432 41.94368350246881)","94","HIAWATHA","229.0","FITNESS CENTER","INDOOR","-87.82767308","41.9436835","2590.0"
"POINT (-87.82730964663514 41.943837912975546)","95","HIAWATHA","229.0","GYMNASIUM","INDOOR","-87.82730965","41.94383791","2591.0"
"POINT (-87.82767214285427 41.94341246536152)","96","HIAWATHA","229.0","BOCCE COURT","SPECIAL","-87.82767214","41.94341247","2592.0"
"POINT (-87.82806711859422 41.9432256040038)","97","HIAWATHA","229.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.82806712","41.9432256","2593.0"
"POINT (-87.82843574823643 41.943274908224566)","98","HIAWATHA","229.0","PLAYGROUND","OUTDOOR","-87.82843575","41.94327491","2594.0"
"POINT (-87.82642629073321 41.94341969975765)","99","HIAWATHA","229.0","SPORT ROLLER COURT","OUTDOOR","-87.82642629","41.9434197","2595.0"
"POINT (-87.82870557319079 41.94325490238522)","100","HIAWATHA","229.0","SPRAY FEATURE","OUTDOOR","-87.82870557","41.9432549","2596.0"
"POINT (-87.82449513679914 41.943533014163116)","101","HIAWATHA","229.0","BASEBALL SR","OUTDOOR","-87.82449514","41.94353301","2597.0"
"POINT (-87.825914561679 41.94351810300665)","102","HIAWATHA","229.0","BASEBALL SR","OUTDOOR","-87.82591456","41.9435181","2598.0"
"POINT (-87.82450842235774 41.9445397130448)","103","HIAWATHA","229.0","BASEBALL SR","OUTDOOR","-87.82450842","41.94453971","2599.0"
"POINT (-87.82595071195776 41.944328873988326)","104","HIAWATHA","229.0","BASEBALL SR","OUTDOOR","-87.82595071","41.94432887","2600"
"POINT (-87.82630070138444 41.94404432187235)","105","HIAWATHA","229.0","TENNIS COURT","OUTDOOR","-87.8263007","41.94404432","2601.0"
"POINT (-87.82647101296364 41.944045073852784)","106","HIAWATHA","229.0","TENNIS COURT","OUTDOOR","-87.82647101","41.94404507","2602.0"
"POINT (-87.6580960472265 41.97016471822537)","107","HICKORY","299.0","PLAYGROUND","OUTDOOR","-87.65809605","41.97016472","2603.0"
"POINT (-87.59882590243332 41.76394295224144)","108","HOARD (EDISON)","387.0","BASKETBALL COURT","OUTDOOR","-87.5988259","41.76394295","2604.0"
"POINT (-87.59912038910369 41.76393922984059)","109","HOARD (EDISON)","387.0","BASKETBALL COURT","OUTDOOR","-87.59912039","41.76393923","2605.0"
"POINT (-87.59833178393876 41.76351010459347)","110","HOARD (EDISON)","387.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.59833178","41.7635101","2606.0"
"POINT (-87.5990650857727 41.76353721242964)","111","HOARD (EDISON)","387.0","PLAYGROUND","OUTDOOR","-87.59906509","41.76353721","2607.0"
"POINT (-87.59903135082715 41.76365095689962)","112","HOARD (EDISON)","387.0","SPRAY FEATURE","OUTDOOR","-87.59903135","41.76365096","2608.0"
"POINT (-87.60357716414198 41.82046188527692)","113","HOLLY","325.0","PLAYGROUND","OUTDOOR","-87.60357716","41.82046189","2609.0"
"POINT (-87.60324808037558 41.82055472057554)","114","HOLLY","325.0","SPRAY FEATURE","OUTDOOR","-87.60324808","41.82055472","2610.0"
"POINT (-87.71109725988927 41.98915917297152)","115","HOLLYWOOD","75.0","BASKETBALL COURT","OUTDOOR","-87.71109726","41.98915917","2611.0"
"POINT (-87.71110463054102 41.98963680562881)","116","HOLLYWOOD","75.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.71110463","41.98963681","2612.0"
"POINT (-87.71179768756484 41.99007106671988)","117","HOLLYWOOD","75.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.71179769","41.99007107","2613.0"
"POINT (-87.71093912197809 41.98873229357186)","118","HOLLYWOOD","75.0","PLAYGROUND","OUTDOOR","-87.71093912","41.98873229","2614.0"
"POINT (-87.71116582267857 41.98890841511728)","119","HOLLYWOOD","75.0","SPRAY FEATURE","OUTDOOR","-87.71116582","41.98890842","2615.0"
"POINT (-87.71239898897554 41.989123618991606)","120","HOLLYWOOD","75.0","TENNIS COURT","OUTDOOR","-87.71239899","41.98912362","2616.0"
"POINT (-87.6853024913669 41.92171954031226)","121","HOLSTEIN","203.0","GYMNASIUM","INDOOR","-87.68530249","41.92171954","2617.0"
"POINT (-87.68509851625144 41.92198798166454)","122","HOLSTEIN","203.0","POOL (OUTDOOR)","OUTDOOR","-87.68509852","41.92198798","2618.0"
"POINT (-87.68500274640992 41.92241733649224)","123","HOLSTEIN","203.0","PLAYGROUND","OUTDOOR","-87.68500275","41.92241734","2619.0"
"POINT (-87.68490412807496 41.921455836763144)","124","HOLSTEIN","203.0","BASEBALL SR","OUTDOOR","-87.68490413","41.92145584","2620.0"
"POINT (-87.68486454663588 41.92214927184658)","125","HOLSTEIN","203.0","SPRAY FEATURE","OUTDOOR","-87.68486455","41.92214927","2621.0"
"POINT (-87.71045056353422 41.852257324760586)","126","HOMAN (JOSEPH)","1108.0","PLAYGROUND","OUTDOOR","-87.71045056","41.85225732","2622.0"
"POINT (-87.60990004244252 41.810146086917754)","127","HONEYSUCKLE","351.0","PLAYGROUND","OUTDOOR","-87.60990004","41.81014609","2623.0"
"POINT (-87.7032239341533 41.87566197564636)","128","HORAN (ALBERT)","1035.0","BASKETBALL COURT","OUTDOOR","-87.70322393","41.87566198","2624.0"
"POINT (-87.7045346246075 41.87562959040192)","129","HORAN (ALBERT)","1035.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70453462","41.87562959","2625.0"
"POINT (-87.70267203767389 41.87570181332742)","130","HORAN (ALBERT)","1035.0","PLAYGROUND","OUTDOOR","-87.70267204","41.87570181","2626.0"
"POINT (-87.7023990905805 41.875640959926095)","131","HORAN (ALBERT)","1035.0","SPRAY FEATURE","OUTDOOR","-87.70239909","41.87564096","2627.0"
"POINT (-87.72058354474743 41.8618727459789)","132","HORNBEAM","353.0","PLAYGROUND","OUTDOOR","-87.72058354","41.86187275","2628.0"
"POINT (-87.72044117896165 41.861976501979754)","133","HORNBEAM","353.0","SPRAY FEATURE","OUTDOOR","-87.72044118","41.8619765","2629.0"
"POINT (-87.69646966599163 41.96088238820056)","134","HORNER (HENRY)","228.0","BASKETBALL COURT","OUTDOOR","-87.69646967","41.96088239","2630.0"
"POINT (-87.69673477055903 41.96087443925579)","135","HORNER (HENRY)","228.0","BASKETBALL COURT","OUTDOOR","-87.69673477","41.96087444","2631.0"
"POINT (-87.69635954254133 41.95819308493176)","136","HORNER (HENRY)","228.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.69635954","41.95819308","2632.0"
"POINT (-87.69620726719589 41.95548711268576)","137","HORNER (HENRY)","228.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.69620727","41.95548711","2633.0"
"POINT (-87.69763884124606 41.96062148009889)","138","HORNER (HENRY)","228.0","GYMNASIUM","INDOOR","-87.69763884","41.96062148","2635.0"
"POINT (-87.69730541656564 41.95806120420313)","139","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69730542","41.9580612","2636.0"
"POINT (-87.6971374340813 41.95845588729466)","140","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69713743","41.95845589","2637.0"
"POINT (-87.69593627836248 41.95868470971479)","141","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69593628","41.95868471","2638.0"
"POINT (-87.6954484551553 41.95824870866137)","142","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69544846","41.95824871","2639.0"
"POINT (-87.69541914582078 41.95739138068906)","143","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69541915","41.95739138","2640.0"
"POINT (-87.69542205779406 41.95709939563338)","144","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69542206","41.9570994","2641.0"
"POINT (-87.69539256247842 41.956260905854485)","145","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69539256","41.95626091","2642.0"
"POINT (-87.69537004986398 41.955987617970536)","146","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69537005","41.95598762","2643.0"
"POINT (-87.69555544299219 41.95511264403764)","147","HORNER (HENRY)","228.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.69555544","41.95511264","2644.0"
"POINT (-87.69797943672599 41.960080685719966)","148","HORNER (HENRY)","228.0","PLAYGROUND","OUTDOOR","-87.69797944","41.96008069","2645.0"
"POINT (-87.69676727635677 41.95507227324641)","149","HORNER (HENRY)","228.0","BASEBALL SR","OUTDOOR","-87.69676728","41.95507227","2646.0"
"POINT (-87.69710569640944 41.956571832733)","150","HORNER (HENRY)","228.0","BASEBALL SR","OUTDOOR","-87.6971057","41.95657183","2647.0"
"POINT (-87.69605294045856 41.960908333488504)","151","HORNER (HENRY)","228.0","TENNIS COURT","OUTDOOR","-87.69605294","41.96090833","2648.0"
"POINT (-87.69572483289915 41.96090651172899)","152","HORNER (HENRY)","228.0","TENNIS COURT","OUTDOOR","-87.69572483","41.96090651","2649.0"
"POINT (-87.69780044183238 41.95904356171909)","153","HORNER (HENRY)","228.0","MINI-PITCH","OUTDOOR","-87.69780044","41.95904356","6684.0"
"POINT (-87.69761106121499 41.959051932467844)","154","HORNER (HENRY)","228.0","MINI-PITCH","OUTDOOR","-87.69761106","41.95905193","6685.0"
"POINT (-87.6962296135868 41.960909314046546)","155","HORNER (HENRY)","228.0","TENNIS COURT","OUTDOOR","-87.69622961","41.96090931","2652.0"
"POINT (-87.69590159988542 41.960898074069476)","156","HORNER (HENRY)","228.0","TENNIS COURT","OUTDOOR","-87.6959016","41.96089807","2653.0"
"POINT (-87.6056288798923 41.80355685813183)","157","HOUSTON (JESSIE ""MA"")","278.0","BASKETBALL COURT","OUTDOOR","-87.60562888","41.80355686","2654.0"
"POINT (-87.60536516109237 41.80356199025209)","158","HOUSTON (JESSIE ""MA"")","278.0","BASKETBALL COURT","OUTDOOR","-87.60536516","41.80356199","2655.0"
"POINT (-87.60473455978118 41.80385050841885)","159","HOUSTON (JESSIE ""MA"")","278.0","PLAYGROUND","OUTDOOR","-87.60473456","41.80385051","2656.0"
"POINT (-87.66391454785109 42.01886353324185)","160","HOWARD (URE) BEACH","1256.0","BEACH","OUTDOOR","-87.66391455","42.01886353","2657.0"
"POINT (-87.66424860203742 42.01907478636338)","161","HOWARD (URE) BEACH","1256.0","PLAYGROUND","OUTDOOR","-87.6642486","42.01907479","2658.0"
"POINT (-87.67851427634024 41.831275251536)","162","HOYNE (THOMAS)","1036.0","BASKETBALL COURT","OUTDOOR","-87.67851428","41.83127525","2659.0"
"POINT (-87.67812366342055 41.83183543775105)","163","HOYNE (THOMAS)","1036.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.67812366","41.83183544","2660.0"
"POINT (-87.67851267638488 41.831640468055674)","164","HOYNE (THOMAS)","1036.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.67851268","41.83164047","2661.0"
"POINT (-87.67876470224834 41.831286206422355)","165","HOYNE (THOMAS)","1036.0","PLAYGROUND","OUTDOOR","-87.6787647","41.83128621","2662.0"
"POINT (-87.67874134302738 41.831911721255125)","166","HOYNE (THOMAS)","1036.0","VOLLEYBALL","OUTDOOR","-87.67874134","41.83191172","2663.0"
"POINT (-87.75013514361406 41.88898444070014)","167","HUBBARD (GURDON)","1109.0","BASKETBALL COURT","OUTDOOR","-87.75013514","41.88898444","2664.0"
"POINT (-87.74983728676698 41.88881660040137)","168","HUBBARD (GURDON)","1109.0","PLAYGROUND","OUTDOOR","-87.74983729","41.8888166","2665.0"
"POINT (-87.59523562700686 41.78220632346022)","169","HUCKLEBERRY","336.0","PLAYGROUND","OUTDOOR","-87.59523563","41.78220632","2666.0"
"POINT (-87.64299257942116 41.83834694903945)","170","HUMBERT (JAMES)","1121.0","PLAYGROUND","OUTDOOR","-87.64299258","41.83834695","2668.0"
"POINT (-87.70307859101476 41.90099154433247)","171","HUMBOLDT (ALEXANDER VON)","219.0","ARTIFICIAL TURF REG","OUTDOOR","-87.70307104","41.90090963","2669.0"
"POINT (-87.70511676711665 41.900136758010106)","172","HUMBOLDT (ALEXANDER VON)","219.0","BASKETBALL COURT","OUTDOOR","-87.70511677","41.90013676","2670.0"
"POINT (-87.70486460476353 41.90014793164444)","173","HUMBOLDT (ALEXANDER VON)","219.0","BASKETBALL COURT","OUTDOOR","-87.7048646","41.90014793","2671.0"
"POINT (-87.699794175064 41.909204865077086)","174","HUMBOLDT (ALEXANDER VON)","219.0","BASKETBALL COURT","OUTDOOR","-87.69979418","41.90920487","2672.0"
