Ruta,Origen,Destino,route_length,route_time,rain_length,heat_length,wind_length,rh_length,Unnamed: 9,Unnamed: 10,combined_weight_raw,combined_weight,rain_length_norm,heat_length_norm,wind_length_norm,rh_length_norm
"[256170699, 261104272, 261101577, 261101582, 306057289, 306057301, 4332490274, 12237090031, 1475142953, 1475142967, 1475142963, 1475142950, 1475142964, 1475142956, 1475142965, 1475142942, 1475142961, 4081947054, 1475142955, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 263372924, 11330287170, 409178838, 369631051, 369631024, 369631021, 369631002, 369630968, 369630931, 369630921, 261194267, 369630920, 9159603376, 369630919, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 3570728338, 261163687, 4299934844, 4299934842, 6489536421, 4299934843, 261163689, 6489536428, 261163690, 261163691, 261163692, 261252067, 5405774451, 261258147, 261137241]",256170699,261137241,12850,970,970,290632764,8619571,80331917,20250711,t00z,0.08095372617082477,0.08525120171416656,0.0001246360712872379,0.7285676587447539,0.5212844676469388,0.5868110844186716
"[261270084, 256170700, 261254725, 261268629, 261180497, 261325828, 1475142956, 306056276, 261293495, 261286567, 261181663, 4081947070, 4081947072, 261159125, 261159119, 261185513, 308436765, 261139117, 261185512, 261187496, 289550451, 261269662, 261269660, 261098881, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 418158488, 418158486, 418158485, 418158483, 9223647332, 418158482, 261252895, 5577881071, 261186121]",261270084,261186121,10434,611,611,182937735,5508147,50320077,20250711,t00z,0.03942212172607395,0.039730217036208174,2.153849158189595e-05,0.1484968014079061,0.33270836743776366,0.18421097570855052
"[261250338, 261229814, 4069458203, 261224614, 261229178, 261266711, 261266709, 261266707, 261263804, 256170774, 256170767, 310337293, 365455010, 256170765, 310337391, 266720632, 266720640, 105254026, 266720646, 305906681, 305906582, 305906578, 288471023, 256170760, 261164835, 261164834, 261164832, 261164830, 261137084, 261137094, 287487912, 261164828, 256170708, 287486676, 287486914, 287487446, 369630898, 1316586904, 261164821, 261164820, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261258133, 261258134, 5405774473, 261198413]",261250338,261198413,11917,923,923,276557075,8110676,77290950,20250711,t00z,0.07512503375752756,0.07886262555426408,0.0001111386165625831,0.6527526739524955,0.4904415370415478,0.5460173961681715
"[261266703, 266720632, 266720640, 105254026, 266720646, 305906681, 305906582, 305906578, 288471023, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 26699799, 26699807, 26703423, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 6318015021, 261223351, 261191260, 261288995, 369649711, 369649712, 369649696, 369649681, 369649684, 261269650, 261177936, 261147066, 768249764, 366227803, 48991444, 261269095, 261142592, 261215675, 261202963, 261096028, 261305961, 261302980, 5337853369, 12236907330, 261305959, 13032366904, 13032367130, 261114521, 261114519, 261296294, 408445314, 408448192, 408447594, 408447592, 408445830, 261154581, 261222790, 261101234, 408447505]",261266703,408447505,12991,795,795,238057183,7063436,66500561,20250711,t00z,0.06064466493369581,0.06299132329726344,7.437959092948068e-05,0.4453831642621638,0.4269707805059369,0.40126746466032337
"[257168323, 257168210, 257168173, 257168816, 257168831, 257168963, 257110949, 257173292, 2447758381, 257110950, 2869202036, 26794602, 2869210430, 26794585, 26794629, 26794549, 250278876, 262227313, 307937787, 4387385670, 308430986, 263901688, 250278879, 308430985, 308430981, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 309802308, 2480840766, 2401539881, 2480840763, 5891205778, 5891205999, 12177603203, 12177263316, 5891205992, 5891205773, 9234140510, 5891205771, 5891205768, 263351194, 13115829501, 263353496, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 261306283, 261198375, 261258120, 262348632, 739187928, 262348596, 288070815, 262348594, 261204548, 5492697130, 261204546, 261204543]",257168323,261204543,10505,760,760,227611465,6951516,62395304,20250711,t00z,0.05745926948864909,0.05949994993989398,6.432829485792924e-05,0.3891200604585616,0.4201875721950764,0.34619663546481305
"[261268624, 261254719, 261254717, 261210828, 261104272, 261101577, 261101582, 306057289, 261293487, 261286559, 261181657, 307942323, 261139115, 261303067, 261224591, 308435977, 261185505, 261313408, 261233619, 261344710, 261145285, 261227612, 261102595, 6318015021, 261223351, 260098756, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 25779173, 709393011, 709393336, 257957641, 257957640, 257957639]",261268624,257957639,11193,645,645,193238637,5814992,53268924,20250711,t00z,0.04346602974922117,0.044162568678332695,3.130260776568878e-05,0.20397989203860598,0.3513055221388537,0.22376890093970978
"[261268627, 261159155, 261268629, 261180497, 261325828, 1475142956, 306056276, 261293495, 261286567, 261181663, 4081947070, 4081947072, 261159125, 261159119, 261185513, 308436765, 261139117, 261185512, 261187496, 289550451, 261269662, 261269660, 261098881, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261135318, 2189211266, 261135317]",261268627,261135317,9955,719,719,215270240,6493100,59508317,20250711,t00z,0.052227965401483195,0.05376614513313754,5.255391945982612e-05,0.32264730834725536,0.3924040552094488,0.3074685441500284
"[286899873, 286899984, 305896645, 157729865, 1320919584, 1720762164, 264414020, 263985482, 264413978, 158730531, 263985433, 306047304, 306047305, 306047306, 306047307, 306047308, 10058337707, 306047309, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 734844567, 260098499, 260098503, 260098507, 9234195286, 35034247, 5455496008, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 25779173, 709393011, 709393336, 257957641, 257957640, 257957639, 310697817, 619626336, 310697880, 310697907, 258024205, 619626858, 29412106, 29411956, 258024206, 12887274029, 619628323]",286899873,619628323,12502,763,763,228541553,6820285,63451534,20250711,t00z,0.05707182588755726,0.05907528986560438,6.518983452120507e-05,0.39412973405787616,0.41223396953386715,0.3603656538529855
"[257372153, 257372943, 26794571, 26794545, 12244867881, 262227826, 26794546, 262227414, 28357795, 2447758369, 26794549, 250278876, 262227313, 307937787, 4387385670, 308430986, 263901688, 250278879, 308430985, 308430981, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 308441268, 308441301, 263360946, 308441614, 102708213, 11332654574, 35034250, 263985312, 250755958, 35034253, 261088991, 261244379, 261264689, 261264571, 261295956, 263903416, 261222114, 261295952, 261295950, 261258794, 261295947, 13023053548, 9194897457, 13023053547, 261222751, 261295945, 369872255, 4255766658, 1764470748, 1764470751, 1764470740, 1764470743, 469196393, 261275859, 346052327, 346052328, 261245317, 48989843, 261119850, 48989844, 365019669, 365019673, 261215887, 261163628, 261199536, 261199531, 261252020, 261295935, 261198402, 261258139, 258965768, 261265781, 261172229, 261235136, 11920769237, 11920703171, 9223647463, 261235130]",257372153,261235130,10101,803,803,240540767,7364886,66497995,20250711,t00z,0.06278999277903022,0.06534272380977141,7.667703003154958e-05,0.458760334160582,0.44524095692935456,0.4012330425162979
"[257169207, 257169220, 257167962, 257375160, 257169230, 10080927066, 10080927071, 257369506, 262167305, 262167281, 262167331, 26794544, 257372943, 26794571, 26794545, 12244867881, 262227826, 26794546, 262227414, 28357795, 2447758369, 26794549, 1439714778, 26794627, 26794550, 26808648, 26794555, 26794556, 306045086, 26794558, 12244807466, 12244807465, 12244807464, 12244807431, 12244807428, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261156571, 261132140, 261141647, 261115564, 261198986, 261146446, 261248396, 261275787]",257169207,261275787,12668,970,970,290666619,8866624,79967733,20250711,t00z,0.08232198568656376,0.08675089143923562,0.0001246360712872379,0.7287500097692858,0.5362577696735921,0.5819256619323967
"[264415114, 26794603, 26794604, 26794572, 306045440, 306045623, 306045438, 306045652, 306045708, 1299650218, 306045111, 26794558, 12244807466, 12244807465, 12244807464, 12244807431, 12244807428, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261170716, 261295735, 3325567214, 3882721331, 261188761, 261285637, 261154237, 261111524, 1308232035, 261109243, 345098471, 261093785, 345098565, 345098621, 26218631, 345098644, 345098704, 281895452, 729330181, 261101295, 261151777, 261151776, 261151775, 261154176, 261124066, 12242561833, 261154178, 261209280, 261209279, 261209278]",264415114,261209278,15797,1085,1085,324755149,9678787,91085569,20250711,t00z,0.0948206043736291,0.10045008359316299,0.00015766175837947835,0.9123588820270095,0.5854810614120964,0.7310681997515139
"[261268631, 261288741, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 9194526725, 263372855, 263372613, 261160351, 261250167, 261250165, 261181609, 261250163, 158736266, 1286987023, 261250159, 261178084, 425580769, 261199734, 261139204, 261139259, 256171155, 318028685, 313441135, 256171157, 256171159, 261250154, 261145124, 261200366, 4083416912, 261223364, 367756530, 5586599461, 261191256, 256171163, 367756255, 4081947278, 261142609, 261142679, 4081947219, 261250102, 261250100, 261149697, 261250098, 4081947225, 261209740, 261250094, 3655147966, 13032428327, 261215999, 261250147, 261250144, 261250140, 5587068531, 261146874, 261207103, 261202213, 261250137, 261250135, 261163671, 261250133, 261250131, 261250129, 261198391, 261137236, 261137235, 261137234, 7933085772]",261268631,7933085772,8950,724,724,216863654,6393962,60645002,20250711,t00z,0.052148511856013366,0.05367905955880695,5.3989818898619184e-05,0.3312298124206099,0.38639553389491976,0.32271684297373143
"[2178993822, 261262155, 305898851, 305898846, 305898845, 305898844, 4081947339, 305911655, 4081872088, 4081947337, 4081947336, 4081947335, 256170703, 306083048, 261250179, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 6318015021, 261223351, 261191260, 261288995, 369649711, 369649712, 369649696, 369649681, 369649684, 261269650, 261177936, 261147066, 768249764, 366227803, 48991444, 261269095, 261142592, 261215675, 261202963, 261096028, 261305961, 261302980, 5337853369, 12236907330, 261305959, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261163479, 261163658, 3224387928, 261163659, 261163660, 261123897, 261123896, 261123895, 408447510, 261123894, 261222795]",2178993822,261222795,11975,832,832,249373876,7436726,69714381,20250711,t00z,0.06529307310157939,0.06808624124748651,8.500524677654935e-05,0.5063375450881153,0.44959501058421714,0.4443799256548763
"[261270053, 261201028, 305912657, 306085157, 12236460013, 369630790, 7786136953, 7786136948, 256170706, 157719713, 287487414, 12379462063, 369630846, 369630897, 369630899, 369630905, 409169165, 369630918, 4332542839, 4332542838, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 3570728338, 261163687, 4299934844, 4299934842, 6489536421, 4299934843, 261163689, 6489536428, 261163690, 261199541, 261252062, 261252065]",261270053,261252065,9111,696,1400455,206697741,1791182,64952152,20250711,t12z,0.3696692469192686,0.40169972259330106,0.40202858129114927,0.27647380442026104,0.107431849575204,0.38049600807093303
"[310336998, 256170778, 256170712, 261125677, 261160027, 261156223, 256170711, 261311246, 289549880, 105254030, 261308456, 287487748, 287487813, 256170709, 256170708, 261295044, 287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261170716, 261135315]",310336998,261135315,14644,900,2161756,267361077,1941350,84685071,20250711,t12z,0.5719357114318894,0.6233951941514084,0.6206589170216689,0.6032208571782232,0.11653317932525138,0.6452073798018237
"[1316173488, 1370022157, 257168818, 26794613, 26794608, 257168965, 26794605, 28357781, 2447758377, 26794602, 2869210430, 26794585, 26794629, 26794549, 1439714778, 26794627, 26794550, 26808648, 26794555, 26794556, 306045086, 26794558, 12244807466, 12244807465, 12244807464, 12244807431, 12244807428, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 13032331591, 13032366949, 13032331588, 13032366990, 13032331594, 13032331595, 13032331597, 9506327662, 13032367084, 13032367094, 13032367109, 13032367127, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261163479, 261163658, 3224387928, 261163659, 261163660, 261123897, 261123896, 261123895, 408447510, 261123894, 261092567, 261123892, 261123889]",1316173488,261123889,12500,959,3064278,284954761,2157100,89741419,20250711,t12z,0.7994996815337344,0.8728181609438876,0.8798450836813475,0.6979845937810851,0.1296092800495916,0.7130368182659833
"[261126491, 261126493, 261126494, 287487813, 256170709, 256170708, 261295044, 287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 6318015021, 261223351, 261191260, 261288995, 369649711, 369649712, 369649696, 369649681, 369649684, 261269650, 261177936, 261147066, 768249764, 366227803, 48991444, 261269095, 261142592, 261215675, 261202963, 261096028, 261305961, 261302980, 5337853369, 12236907330, 261305959, 13032366904, 13032367130, 261114521, 261114519, 261296294, 408445314, 408448192, 408447594, 408447592, 261222789, 261093126, 9987154948, 261252888, 261252889, 261344392]",261126491,261344392,12336,806,2204468,239408846,1863841,75749565,20250711,t12z,0.5757199241900405,0.6275429051123729,0.6329249443876147,0.4526635403623503,0.11183554089631564,0.5253401644967994
"[261229173, 310336918, 310336919, 310336954, 310336971, 310336998, 256170778, 256170712, 261125677, 261160027, 261156223, 256170711, 261311246, 289549880, 105254030, 261308456, 287487748, 287487813, 256170709, 256170708, 287486676, 287486914, 287487446, 369630898, 1316586904, 261164821, 261164820, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 551436882, 551437001, 551437316, 551437163, 737123209, 5970470817, 5970470816, 5970470820, 5970470828]",261229173,5970470828,12115,925,1569211,274674186,2293904,86690211,20250711,t12z,0.42950748375019443,0.46728581054615626,0.45049191042974174,0.6426109891724103,0.13790064915036862,0.6721057499776947
"[261250338, 261230020, 261158133, 261147362, 261250342, 261343866, 261233969, 261224600, 261343589, 261343596, 261298526, 261298552, 261280422, 365457025, 2168616088, 2168616103, 261299414, 365453420, 365453339, 365453626, 266716480, 26699785, 266716491, 288470605, 26699799, 26699807, 287237176, 287236713, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 5967446823, 5967446812, 11943751614, 11943751618, 1937532132, 708281420, 345098144, 345098154, 261110014, 261261490, 261154210, 261154211]",261250338,261154211,20804,943,1635704,279916976,1854969,88724914,20250711,t12z,0.44459158849199715,0.48381884147554777,0.46958736270647516,0.6708498941467249,0.11129782981577638,0.6994006992041603
"[257168009, 257168008, 257167960, 257110946, 13181739182, 271135238, 271135296, 11702272199, 257095285, 257114042, 26794487, 2650379781, 9922616964, 13176913353, 26794507, 11544798445, 11544798449, 11544798450, 26794514, 10845487575, 10845487578, 257973326, 26794523, 10845487567, 10845487570, 10845487559, 10845487562, 10845487551, 10845487554, 11544798461, 11544798465, 250755869, 250755865, 13151977790, 13151977793, 250755868, 10845363503, 258487909, 10845363495, 10845363498, 10845363486, 258487917, 250755854, 1638702869, 258964147, 258964179, 258964440, 250755884, 10845477611, 10845477614, 258964107, 269446333, 269446293, 269446276, 269446277, 269446278, 269446279, 269446281, 269446280, 269446290, 269446291, 269446289, 269446283, 269446284, 3884752870, 269446282, 10942548013, 740363336, 740363267, 28292362, 28292368, 28292395, 1536858520, 28358883, 28358888, 28358891, 28358895, 271167057, 271166846, 271166785, 258020679, 258020218, 258020677, 258020678, 287260505, 287257359, 287257360, 287262182, 35313343, 288070450, 288070420]",257168009,288070420,12119,777,2362455,230762532,1814071,72970060,20250711,t12z,0.6124229474242076,0.6677714920069597,0.6782956333149347,0.40609245141465533,0.10881909810118047,0.48805391296539297
"[4794223342, 256170756, 287235765, 734839838, 1479104340, 1479104354, 157719715, 256170706, 157719713, 287487414, 12379462063, 369630846, 369630897, 369630899, 369630905, 409169165, 369630918, 4332542839, 4332542838, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 551436882, 551437001, 551437316, 551437163, 737123209, 5970470817, 5970470816, 737122967]",4794223342,737122967,9953,740,1468892,219770153,1949108,69152996,20250711,t12z,0.39040927131213926,0.42443196097489994,0.4216823112696855,0.3468849023763282,0.11700337348246775,0.4368491090828756
"[261190078, 261210241, 261268724, 261308460, 261222239, 266720647, 266720648, 266720661, 266720663, 266720675, 266720676, 266720691, 289549832, 261201034, 105254030, 261176983, 289549887, 289549891, 289549901, 289550181, 289549956, 316328770, 316329732, 316328746, 1369108730, 316328403, 316328460, 289550183, 256170572, 460465335, 460466418, 1369108736, 460467901, 460478911, 460469545, 460478074, 256170580, 261233643, 261145150, 261227537, 261253128, 261141684, 261191268, 261193479, 261236570, 261147099, 315576439, 261142610, 261203104, 261253127, 261209725, 261209703, 261253119, 8989219401, 261147723, 261216023, 261253115, 261253113, 261253111, 261146928, 261207125, 261245272, 261202149, 261119877, 261253109, 261253108, 261253107, 261215897, 261163697, 261252072, 261198421, 261253106, 261220907, 261162890, 261248469, 261253104, 261143315, 5970470862, 5970485326, 5970469766, 5970469770, 5970469768, 5970469769]",261190078,5970469769,10388,839,1403767,249137787,2206767,79207212,20250711,t12z,0.382621295301627,0.4158958993084539,0.40297972107940583,0.5050659139839742,0.1326194802566637,0.5717234938122038
"[261132201, 261132220, 261141638, 261141637, 6877560033, 263985422, 307943367, 306057289, 306057301, 4332490274, 12237090031, 1475142953, 1475142967, 1475142963, 1475142950, 1475142964, 1475142956, 1475142965, 1475142942, 1475142961, 4081947054, 1475142955, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 9194526725, 263372855, 263372613, 261160351, 261250167, 261250165, 261181609, 261250163, 158736266, 1286987023, 261250159, 261178084, 425580769, 261199734, 261139204, 261139259, 256171155, 318028685, 313441135, 256171157, 256171159, 261250154, 261145124, 261200366, 4083416912, 261223364, 367756530, 5586599461, 261191256, 256171163, 367756255, 4081947278, 261142609, 261142679, 4081947219, 261250102, 261250100, 261149697, 261250098, 4081947225, 261209740, 261250094, 3655147966, 13032428327, 261215999, 261250147, 261250144, 261250140, 5587068531, 261146874, 261207103, 261202213, 261250137, 261250135, 261163671, 261250133, 261250131, 261250129, 261198391, 261137236, 261250123, 261250121, 733198094, 261221010, 261230294, 261250117, 261250113, 261143260, 5970470853, 5970470851, 5970470845, 5970470844]",261132201,5970470844,12019,955,2325717,283474883,2313700,88882127,20250711,t12z,0.6179420786931235,0.673820771664869,0.6677452185984588,0.6900136214141624,0.13910043821149973,0.7015096658949944
"[261268569, 310336913, 310336917, 310336918, 310336919, 310336954, 310336971, 310336998, 256170778, 256170712, 261125677, 261160027, 261156223, 256170711, 261311246, 289549880, 105254030, 261308456, 287487748, 287487813, 256170709, 256170708, 261295044, 287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 5967446823, 8815131638, 709361059, 256613299, 256612740, 7015619011, 27440209, 27440253, 27440211, 27440212, 27440213, 27440214, 27440215, 27440217]",261268569,27440217,18051,965,1726630,286624202,1993870,90925965,20250711,t12z,0.4693391231143381,0.5109435374612145,0.49569948118081475,0.7069765972294828,0.11971629316090537,0.7289271584907792
