Ruta,Origen,Destino,route_length,route_time,rain_length,heat_length,wind_length,rh_length,,
"[306047305, 306047306, 306047307, 306047308, 10058337707, 306047309, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261170716, 261295735, 3325567214, 3882721331, 261188761, 261285637, 261154237, 261111524, 1308232035, 261109243, 345098471, 261093785, 345098565, 345098621, 26218631, 345098644, 345098704, 281895452, 729330181, 261101295, 261151777, 261151776, 261151775, 261154176, 261124066, 12242561833, 261154178, 261209280, 261209279, 261220107]",306047305,261220107,14296,962,824674,287076247,13127539,88302514,20250731,t00z
"[261146281, 9779535787, 12237167295, 12237167294, 12237167299, 256170699, 261104272, 261101577, 261101582, 306057289, 261293487, 261286559, 261181657, 307942323, 261139115, 261303067, 261224591, 308435977, 261185505, 261313408, 261233619, 261344710, 261145285, 261227612, 261102595, 6318015021, 261223351, 261191260, 261288995, 369649711, 369649712, 369649696, 369649681, 369649684, 261269650, 261177936, 261147066, 768249764, 366227803, 48991444, 261269095, 261142592, 261215675, 261202963, 261096028, 261305961, 261302980, 5337853369, 12236907330, 261305959, 13032366904, 13032367130, 261114521, 261114519, 261296294, 408445314, 408448192, 408447594, 408447592, 261222789, 261093126, 9987154948, 261252888, 261248399, 261281942]",261146281,261281942,9056,742,311693,221422654,10488305,67840300,20250731,t00z
"[261270051, 261123530, 305912682, 305912657, 306085157, 12236460013, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 287238679, 709393026, 709393011, 709393336, 257957641, 257957640, 257957639, 310697817, 619626336, 310697880, 310697907, 258024205, 619626858, 29412106, 29411956, 258024206, 12887274029, 261149251, 1468342227, 1468342231, 271174737, 271174786, 271174787, 271188528, 271183776, 930285102, 929489826, 1386043169, 931243975, 931243978]",261270051,931243978,15168,743,57405,221679619,10663000,68217080,20250731,t00z
"[261186017, 261254737, 261185533, 261268633, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261170716, 862995681, 862995682, 862995683, 315402702, 261198987, 261141988, 261141989, 261141990, 1474461396]",261186017,1474461396,12165,781,602016,233029023,10960109,71416293,20250731,t00z
"[261185545, 261185543, 261151551, 3994529764, 261185540, 261185539, 261185537, 305912057, 261185535, 306083048, 261250179, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 418156652, 410791911, 369631694, 258020601, 2277981396, 1769810839, 707903295, 258966841, 262247424, 261157254, 9741291018]",261185545,9741291018,13391,679,62554,202825599,10075523,62232709,20250731,t00z
"[263905613, 305898860, 305898859, 305898857, 4081947017, 305898855, 305898854, 305898751, 305898851, 305898846, 305898845, 305898844, 4081947339, 305911655, 4081872088, 4081947337, 4081947336, 4081947335, 256170703, 306083048, 261250179, 306084604, 306084612, 256170556, 263372924, 11330287170, 409178838, 369631051, 369631024, 369631021, 369631002, 369630968, 369630931, 369630921, 261194267, 369630920, 9159603376, 369630919, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 261221020, 261221021, 261248485]",263905613,261248485,12475,950,42860,283727007,14047719,85445404,20250731,t00z
"[257169230, 10080927066, 10080927071, 257369506, 262167305, 262167281, 262167331, 26794544, 257372943, 26794571, 26794545, 12244867881, 262227826, 26794546, 262227414, 28357795, 2447758369, 26794549, 1439714778, 26794627, 26794550, 26808648, 26794555, 26794556, 306045086, 26794558, 12244807466, 12244807465, 12244807464, 12244807431, 12244807428, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 13032331591, 13032366949, 13032331588, 13032366990, 13032331594, 13032331595, 13032331597, 9506327662, 13032367084, 13032367094, 13032367109, 13032367127, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261163479, 261163658, 3224387928, 261163659, 261163660, 261123897, 261123896, 261123895, 408447510, 261123894, 261092567, 261123892]",257169230,261123892,13114,1000,313156,298494562,14858004,91335445,20250731,t00z
"[261210829, 261344381, 305910334, 305910332, 305910330, 305910484, 305910498, 256170700, 261254725, 261268629, 261180497, 261325828, 1475142956, 1475142965, 1475142942, 1475142961, 4081947054, 1475142955, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 9194526725, 263372855, 263372613, 261160351, 261250167, 261250165, 261181609, 261250163, 158736266, 1286987023, 261250159, 261178084, 425580769, 261199734, 261139204, 261139259, 256171155, 318028685, 313441135, 256171157, 256171159, 261250154, 261145124, 261200366, 4083416912, 261223364, 367756530, 5586599461, 261191256, 256171163, 367756255, 4081947278, 261142609, 261142679, 4081947219, 261250102, 261250100, 261149697, 261250098, 4081947225, 261209740, 261250094, 3655147966, 13032428327, 261215999, 261250147, 261250144, 261250140, 5587068531, 261146874, 261207103, 261202213, 261250137, 261250135, 261163671, 261163672, 261163673, 261163674, 261163675, 261163676, 261163677, 261163678, 261163679, 261163680, 261163681, 732818449, 261198377]",261210829,261198377,11411,908,131345,271036448,13397089,82841250,20250731,t00z
"[261325826, 12237090031, 12237090032, 4332490274, 306057301, 306057289, 261293487, 261286559, 261181657, 307942323, 261139115, 261303067, 261224591, 308435977, 261185505, 261313408, 261233619, 261344710, 261145285, 261227612, 261102595, 6318015021, 261223351, 260098756, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 25779173, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 287261509, 287260704, 258020692, 258020207, 258020219, 258020660, 28358895, 28358947, 258021250, 10922694229, 27477591, 28290296, 11060274227, 28290281, 28290277, 4804622900, 28290256, 27446756, 262173260, 27446496, 27446495]",261325826,27446495,11975,711,99092,212155913,9844782,65484946,20250731,t00z
"[261295044, 287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 287238679, 709393026, 709393011, 709393336, 257957641, 257957640, 257957639, 310697817, 619626336, 310697880, 310697907, 258024205, 250755822, 11831462309]",261295044,11831462309,13963,641,56251,191491636,9274868,58999802,20250731,t00z
"[4081947041, 261254727, 261163484, 261254725, 261268629, 261180497, 261325828, 1475142956, 306056276, 261293495, 261286567, 261181663, 4081947070, 4081947072, 261159125, 261159119, 261185513, 308436765, 261139117, 261185512, 261187496, 289550451, 261269662, 261269660, 261098881, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 418158488, 418158486, 418158485, 418158483, 9223647332, 418158482, 418158481, 418158480, 418158479, 2607288793, 261220978, 733198346, 261220980, 5892613802, 5892628803, 5892613803, 5892613800, 261220981, 261220984, 261114919, 261115146, 2189210976]",4081947041,2189210976,11619,715,132588,213407834,9930486,65716292,20250731,t00z
"[261212542, 261146287, 260229867, 261127860, 261146285, 261137080, 261146284, 261270077, 256170699, 261104272, 261101577, 261101582, 306057289, 261293487, 261286559, 261181657, 307942323, 261139115, 261303067, 261224591, 308435977, 261185505, 261313408, 261233619, 261344710, 261145285, 261227612, 261102595, 6318015021, 261223351, 260098756, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 25779173, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 287261643, 257381547, 257381566, 257381556, 257381546, 11887891061, 619040194, 10945677472, 271162345, 258021253, 27477586, 28289897, 28289874, 28289857, 27446709, 27446710, 27446491, 27446490]",261212542,27446490,13525,855,156640,255324862,12042794,78505417,20250731,t00z
"[306083790, 305911109, 256170700, 261254725, 261268629, 261180497, 261325828, 1475142956, 306056276, 261293495, 261286567, 261181663, 4081947070, 4081947072, 261159125, 261159119, 261185513, 308436765, 261139117, 261185512, 261187496, 289550451, 261269662, 261269660, 261098881, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 25779173, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 5967446823, 8815131638, 709361059, 256613299, 256612740, 7015619011, 27440209, 27440253, 27440211, 27440212, 27440213, 27440214, 27440215, 27440217, 261154311, 27440223, 27440222, 27440221, 27440220, 27440219, 27440218, 33718417]",306083790,33718417,13784,808,114836,241091968,11115959,74169066,20250731,t00z
"[1299592858, 261127821, 264414020, 263985482, 264413978, 158730531, 263985433, 306047304, 306047305, 306047306, 306047307, 306047308, 10058337707, 306047309, 7413126429, 306047302, 6877560033, 263985422, 307943367, 306057289, 306057301, 4332490274, 12237090031, 1475142953, 1475142967, 1475142963, 1475142950, 1475142964, 1475142956, 1475142965, 1475142942, 1475142961, 4081947054, 1475142955, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 263372924, 11330287170, 409178838, 369631051, 369631024, 369631021, 369631002, 369630968, 369630931, 369630921, 261194267, 369630920, 9159603376, 369630919, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 3570728338, 261163687, 4299934844, 4299934842, 6489536421, 4299934843, 261163689, 6489536428, 261163690, 261163691, 261163692, 261252067, 261148048, 4107165308]",1299592858,4107165308,14118,1066,169564,318324227,15441186,96852211,20250731,t00z
"[256170771, 4069458203, 261224614, 261229178, 261266711, 261266709, 261266707, 261263804, 256170774, 256170767, 310337293, 365455010, 256170765, 310337391, 266720632, 266720640, 105254026, 266720617, 266720647, 266720648, 266720661, 266720663, 266720675, 266720676, 266720691, 289549832, 261201034, 105254030, 261176983, 289549887, 289549891, 289549901, 289550181, 289549956, 316328770, 316329732, 316328746, 1369108730, 316328403, 316328460, 289550183, 256170572, 460465335, 460466418, 1369108736, 460467901, 460478911, 460469545, 460478074, 256170580, 261233643, 261145150, 261227537, 261253128, 261141684, 261191268, 261193479, 261236570, 261147099, 315576439, 261142610, 261203104, 261253127, 261209725, 261209703, 261253119, 8989219401, 261147723, 261216023, 261253115, 261253113, 261253111, 261146928, 261207125, 261245272, 261202149, 261119877, 261253109, 261253108, 261253107, 261215897, 261163697, 261163696, 261163695, 261163694, 261163693, 6489536418, 261148049, 261163692, 261163691, 261163690, 261199541, 261252062, 5405774497]",256170771,5405774497,11174,890,13145,265863269,13066495,78868179,20250731,t00z
"[261180925, 305912686, 261180923, 261180922, 261212960, 2184958757, 9192641136, 9192641135, 261212957, 11330287170, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 261306283, 261198375, 261258120, 262348632, 261265762, 7202276899, 261346068, 261264129, 261252848, 261248435, 258956097, 410791918, 418155586, 410791905, 261143286, 261209662, 5970344154, 261239963, 261239964, 1884455275, 256633628]",261180925,256633628,12592,697,59616,207987186,10165402,64042915,20250731,t00z
"[257168008, 257167960, 257110946, 13181739182, 271135238, 271135296, 11702272199, 257095285, 257114042, 26794487, 2650379781, 9922616964, 13176913353, 26794507, 11544798445, 11544798449, 11544798450, 26794514, 10845487575, 10845487578, 257973326, 26794523, 10845487567, 10845487570, 10845487559, 10845487562, 10845487551, 10845487554, 11544798461, 11544798465, 250755869, 250755865, 13151977790, 13151977793, 250755868, 10845363503, 258487909, 10845363495, 10845363498, 10845363486, 258487917, 250755854, 1638702869, 258964147, 258964179, 258964440, 250755884, 10845477611, 10845477614, 258964107, 269446333, 269446293, 269446276, 269446277, 269446278, 269446279, 269446281, 269446280, 269446290, 269446291, 269446289, 269446283, 269446284, 3884752870, 269446282, 10942548013, 740363336, 740363267, 28292362, 28292368, 28292395, 1536858520, 28358883, 28358888, 258020603, 258956212, 258020602, 258020600, 265647254, 7706487491, 7706487489, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 5967446823, 5967446812, 11943751614, 11943751618, 1937532132, 708281420, 9251471276, 5892708079, 4336093358, 4403665398, 4403665397, 736014657, 261197750]",257168008,261197750,14641,881,42083,262865279,12817327,80188647,20250731,t00z
"[261308458, 261212579, 261308460, 305906681, 305906582, 305906578, 288471023, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 26699799, 26699807, 287237176, 287236713, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 418156652, 410791911, 369631694, 258020601, 7706487490, 7706487491, 265647254, 258020600]",261308458,258020600,15062,698,63064,208312993,10178391,63962108,20250731,t00z
"[261165859, 261165858, 367776787, 261125672, 261160021, 261156217, 261194289, 261194288, 256170563, 289549956, 316329708, 289549940, 316329711, 316160693, 261128233, 261293507, 261221612, 261286666, 261313690, 261181645, 261313688, 289550215, 6397249422, 261178148, 261199717, 261139155, 261303023, 261187481, 261224562, 313441191, 261313420, 261233637, 261313680, 261145139, 261200364, 261227532, 261296673, 261313678, 261141680, 261191265, 261193476, 261236564, 261227151, 261147092, 261153017, 315582813, 261269128, 261142651, 261203091, 261264619, 261296341, 261296339, 305915052, 261260865, 5237043552, 261296337, 5248165339, 2103288185, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 551436882, 551437001, 551437316, 551437163, 737123209, 5970470817, 5970470816, 737122967, 737123033, 737122957]",261165859,737122957,10829,830,29607,247948622,11475287,74874958,20250731,t00z
"[261268584, 369630968, 369630931, 369630921, 261194267, 369630920, 9159603376, 369630919, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 551436882, 551437001, 551437316]",261268584,551437316,8865,666,23417,198783891,9460401,60295795,20250731,t00z
"[261185539, 261185537, 305912057, 261185535, 306083048, 261250179, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 8815131643, 258032427, 261883442, 261883261]",261185539,261883261,12911,624,62442,186183096,9207966,57209486,20250731,t00z
"[286899869, 286899871, 264166661, 263906542, 264166660, 305897392, 2143302014, 12249339639, 264166620, 264166183, 264166187, 264166192, 307564636, 263905695, 261212547, 261127871, 261332103, 261270084, 256170700, 261254725, 261268629, 261180497, 261325828, 1475142956, 1475142965, 1475142942, 1475142961, 4081947054, 1475142955, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 9194526725, 263372855, 263372613, 261160351, 261250167, 261250165, 261181609, 261250163, 158736266, 1286987023, 261250159, 261178084, 425580769, 261199734, 261139204, 261139259, 256171155, 318028685, 313441135, 256171157, 256171159, 261250154, 261145124, 261200366, 4083416912, 261223364, 367756530, 5586599461, 261191256, 256171163, 367756255, 4081947278, 261142609, 261142679, 4081947219, 261250102, 261250100, 261149697, 261250098, 4081947225, 261209740, 261250094, 3655147966, 13032428327, 261215999, 261250147, 261250144, 261250140, 5587068531, 261146874, 261207103, 261202213, 261250137, 261250135, 261163671, 261250133, 261250131, 261250129, 261198391, 261198390]",286899869,261198390,11300,898,146313,268215150,13362088,81674429,20250731,t00z
"[261186017, 261254737, 261185533, 261268633, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 287238679, 709393026, 709393011, 709393336, 257957641]",261186017,257957641,11762,540,59384,161368101,7904420,49697023,20250731,t00z
"[1472093715, 257168962, 257168963, 257110949, 257173292, 2447758381, 257110950, 2869202036, 26794602, 2869210430, 26794585, 26794629, 26794549, 250278876, 262227313, 307937787, 4387385670, 308430986, 263901688, 250278879, 308430985, 308430981, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 309802308, 2480840766, 2401539881, 2480840763, 5891205778, 5891205999, 12177603203, 12177263316, 5891205992, 5891205773, 9234140510, 5891205771, 5891205768, 263351194, 13115829501, 263353496, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 261306283, 261198375, 261258120, 262348632, 261265762, 7202276899, 261346068, 261264129, 261252848, 261248435, 258956097, 410791918, 418155586, 410791905, 261143286, 261209662, 5970344154, 261239963, 261239964, 1884455275, 261148943]",1472093715,261148943,11332,843,160557,251642216,13021763,77394814,20250731,t00z
"[256170774, 256170767, 310337293, 365455010, 256170765, 310337391, 266720632, 266720640, 105254026, 266720617, 266720647, 266720648, 266720661, 266720663, 266720675, 266720676, 266720691, 289549832, 261201034, 105254030, 261176983, 289549887, 289549891, 289549901, 289550181, 289549956, 316328770, 316329732, 316328746, 1369108730, 316328403, 316328460, 289550183, 256170572, 460465335, 460466418, 1369108736, 460467901, 460478911, 460469545, 460478074, 256170580, 261233643, 261145150, 261227537, 261253128, 261141684, 261191268, 261193479, 261236570, 261147099, 315576439, 261142610, 261203104, 261253127, 261209725, 261209703, 261253119, 8989219401, 261147723, 261216023, 261253115, 261253113, 261253111, 261146928, 261207125, 261245272, 261202149, 261119877, 261253109, 261253108, 261253107, 261215897, 261163697, 261163696, 261163695, 261252069]",256170774,261252069,9537,763,9538,228004688,11050715,67753776,20250731,t00z
"[310336862, 310336871, 310336879, 256170801, 256170803, 261229803, 261229801, 256170567, 261128256, 261229799, 261221620, 261229798, 261229797, 9517344535, 261229795, 1126941596, 845876495, 845876525, 845876485, 845876543, 845876568, 845876312, 256170809, 256170810, 256170811, 838696890, 845876400, 845871851, 845876424, 845876453, 315580491, 315577817, 315577854, 256170816, 315577757, 261296351, 261224597, 261229210, 261296349, 261296347, 261280396, 261263826, 261296345, 261165865, 261125620, 261160039, 261156185, 261241286, 261296343, 261115402, 261253127, 261209725, 261209703, 261253119, 8989219401, 261147723, 261216023, 261253115, 261253113, 261253111, 261146928, 261207125, 261245272, 261202149, 261119877, 261253109, 261253108, 261253107, 261215897, 261163697, 261252072, 261198421, 261253106, 261239416, 261137213, 261137212, 261210204]",310336862,261210204,10007,821,17249,245353041,11761893,72883366,20250731,t00z
"[4081947039, 4081947041, 261254727, 261163484, 261254725, 261268629, 261180497, 261325828, 1475142956, 306056276, 261293495, 261286567, 261181663, 4081947070, 4081947072, 261159125, 261159119, 261185513, 308436765, 261139117, 261185512, 261187496, 289550451, 261269662, 261269660, 261098881, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 418158488, 418158486, 418158485, 418158483, 9223647332, 418158482, 418158481, 261248448, 261248452]",4081947039,261248452,10700,641,115638,191445449,8982223,59024067,20250731,t00z
"[8739550723, 261118077, 261133103, 261127863, 264414492, 261133100, 305908450, 261133098, 1299592863, 2758167240, 263985445, 263985435, 263985434, 158730531, 263985433, 306047304, 306047305, 306047306, 306047307, 306047308, 10058337707, 306047309, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261132149, 261141623, 261163632, 261163633, 261198916, 261198915, 13021747154]",8739550723,13021747154,9583,737,241166,219901366,10591239,67949575,20250731,t00z
"[266645902, 105288712, 105288716, 286840405, 158733099, 294179072, 9242211648, 353712623, 105287619, 261098346, 287235765, 734839838, 1479104340, 1479104354, 157719715, 256170706, 157719713, 287487414, 12379462063, 369630846, 369630897, 369630899, 369630905, 409169165, 369630918, 4332542839, 4332542838, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261195022, 261195021, 261195020]",266645902,261195020,11344,781,18622,233167872,11225484,70710661,20250731,t00z
